,director_name,actor_2_name,gross,actor_1_name,actor_3_name,plot_keywords
4294,Huck Botko,Krysta Rodriguez,535249.0,Matt Bennett,Zack Pearlman,masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless
4296,David Duchovny,Mark Margolis,371081.0,Robin Williams,Frank Langella,artist|butchery|catholic|catholic school|friend
4297,Mitchell Lichtenstein,Nathan Parsons,347578.0,Jess Weixler,John Hensley,high school|purity|stepbrother|temptation|vagina dentata
4298,Lance Mungia,Stephane Gauger,124494.0,Jeffrey Falcon,Kim De Angelo,boy|guitar|orphan|rock 'n' roll|sword
4300,Michael Dowse,Neil Maskell,120620.0,Paul Kaye,Kate Magowan,deafness|disappearance|ears|ibiza|musician
4301,Hue Rhodes,Steve Buscemi,100669.0,Peter Dinklage,Romany Malco,city name in title|male frontal nudity|place name in title
4303,Roland Emmerich,Caleb Landry Jones,186354.0,Jeremy Irvine,Matt Craven,box office flop|critically bashed|gay rights|new york city|stonewall riots
4305,Jugal Hansraj,Sanjay Mishra,55202.0,Saif Ali Khan,Javed Jaffrey,india|love|love at first sight|mumbai india|reference to edward scissorhands
4307,Bill Muir,Jansen Panettiere,549632.0,Alex Kendrick,Tiya Sircar,cave|cobra|island|medallion|waterfall
4308,Richard LaGravenese,Jeremy Jordan,137945.0,Anna Kendrick,Charly Bivona,based on play|number in title
4309,Noah Buschel,Amy Ryan,17580.0,Merritt Wever,Paul Adelstein,cellphone|detective|missing person|private detective|train
4311,Hunter Richards,Chris Evans,12667.0,Jason Statham,Dane Cook,bar|coke|drugs|party|snorting
4312,Laurie Collyer,Kate Burton,198407.0,Brad William Henke,Michelle Hurst,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer
4313,Bruce McCulloch,Megan Mullally,13973532.0,Martin Starr,Chris Penn,black humor|crying during sex|harvard|humor|man with glasses
4315,James Watkins,Jack O'Connell,5824.0,Michael Fassbender,Lorraine Stanley,camping|forest|lake|stabbed with glass|vomiting
4316,Catherine Hardwicke,James Kyson,2843.0,Frances Fisher,Marlene Forte,gay interest|guitarist|obsessed fan|seduction|sex scene
4318,Ralph Ziman,Kenneth Nkosi,4958.0,Rapulana Seiphemo,Robert Hobbs,carjacking|drug lord|johannesburg south africa|police|post apartheid
4328,Orson Welles,Everett Sloane,7927.0,Rita Hayworth,Ted de Corsia,law partner|murder|partner|seaman|yacht
4333,Paul Bunnell,Kevin McCarthy,2436.0,Kate Maberly,Paul Williams,1950s|independent film|outlaw|trial
4334,Phil Morrison,Curtiss Cook,4556.0,Sally Hawkins,Peter Hermann,christmas tree|french canadian|new york|salesman
4343,Tim Hunter,Daniel Roebuck,4600000.0,Keanu Reeves,Ione Skye,death|friend|high school|murder|police
4344,Michael Polish,Anthony Edwards,1420578.0,Peter Coyote,Jon Gries,boy|caretaker|dam|evacuation|orphanage
4346,Rodrigo Cortés,Samantha Mathis,1028658.0,Ryan Reynolds,Erik Palladino,buried alive|coffin|iraq|one person|single set production
4347,Richard Ayoade,Paddy Considine,466702.0,Craig Roberts,Sally Hawkins,15 year old|school|teen comedy|teen movie|virginity
4349,Pascal Arnold,Lizzie Brocheré,18435.0,Karl E. Landler,Pierre Perrier,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy
4350,Kimberly Peirce,Judy Greer,35266619.0,Chloë Grace Moretz,Portia Doubleday,outcast|prom|self injury|telekinesis|tragic event
4352,Wes Craven,Lin Shaye,26505000.0,Johnny Depp,Amanda Wyss,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation
4353,James Marsh,Philippe Petit,2957978.0,Paul McGill,Jean-Louis Blondeau,new york city|passion|reenactment|rooftop|tower
4355,Jamal Hill,Adam Ratcliffe,444044.0,Logan Browning,Faizon Love,basketball|burglary|police|robbery|teenage girl
4356,Daniel Stamm,Ashley Bell,40990055.0,Caleb Landry Jones,Patrick Fabian,cult film|documentary crew|exorcism|found footage|satanic ritual
4357,Sam Taylor-Johnson,Ophelia Lovibond,1445366.0,Kristin Scott Thomas,Anne-Marie Duff,1960s|childhood|friendship|love|the beatles
4360,Carlos Carrera,Ana Claudia Talancón,5709616.0,Damián Alcázar,Pedro Armendáriz Jr.,church|love|mexico|politics|priest
4361,Benh Zeitlin,Gina Montana,12784397.0,Quvenzhané Wallis,Dwight Henry,auroch|community|hospital|illness|six year old
4363,Maggie Greenwald,David Patrick Kelly,3050934.0,Aidan Quinn,Jane Adams,doctor|mountain|musician|song|university
4364,Vera Farmiga,Bill Irwin,841206.0,Donna Murphy,Michael Chernus,1960s|belief in the afterlife|domestic violence|faith|minister
4366,Morgan Spurlock,J.J. Abrams,638476.0,Quentin Tarantino,Donald Trump,advertising|movie in title|product placement
4368,Khyentse Norbu,Lhakpa Dorji,505295.0,Tshewang Dendup,Sonam Kinga,bhutan|buddhist|monk|storytelling|weaver
4375,Tom Tykwer,Ludger Pistor,7267324.0,Moritz Bleibtreu,Armin Rohde,bechdel test failed|money|multiple outcomes|repeated event|subway
4376,Lucky McKee,Will Estes,145540.0,James Duval,Nora Zehetner,case|doll|dry humor|friend|love
4379,Patricia Riggen,Eugenio Derbez,12589108.0,America Ferrera,Kate del Castillo,12 year old|boy|mexican|mexican immigrant|mexico
4381,Todd Field,Sissy Spacek,35918429.0,Tom Wilkinson,Karen Allen,doctor|maine|only son|school choir|summer
4382,Steven R. Monroe,Chad Lindberg,92401.0,Sarah Butler,Daniel Franzese,horror movie remake|rape|rape and revenge|rape victim|revenge
4383,Mark Illsley,Illeana Douglas,1943649.0,Ally Walker,Jeremy Northam,banker|beauty pageant|escaped convict|gay|pageant
4384,Pawel Pawlikowski,Natalie Press,992238.0,Paddy Considine,Dean Andrews,female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire
4385,Ritesh Batra,Nimrat Kaur,4231500.0,Nawazuddin Siddiqui,Lillete Dubey,delivery|delivery to wrong address|lunchbox|open ended|unconventional romance
4386,Sally Potter,Joan Allen,396035.0,Shirley Henderson,Stephanie Leonidas,beach|lebanese|loss|muslim|restaurant
4390,Brad J. Silverman,Michael Welch,2507106.0,Shawnee Smith,Anthony Reynolds,christianity|love|reference to justin bieber|reference to taylor swift|worship
4391,Dave Meyers,Clifton Powell,6026908.0,Eddie Griffin,Marla Gibbs,accidental killing|drug humor|profanity|sexual humor|stand up comedy
4392,David M. Matthews,Lamman Rucker,2592808.0,Essence Atkins,Tempestt Bledsoe,betrayal|family relationships|insecurity|murder|passive aggression
4393,Nadine Labaki,Adel Karam,1060591.0,Yasmine Al Massri,Nadine Labaki,caramel|friendship|police|secret|suitor
4395,Eytan Fox,Lior Ashkenazi,155972.0,Ohad Knoller,Yousef 'Joe' Sweid,gay|hairy chest|homosexual|israel|male nudity
4398,François Truffaut,Jean-Paul Belmondo,26893.0,Catherine Deneuve,Michel Bouquet,antibes|hotel|island|reunion|reunion island
4399,Adam Goldberg,Marisa Coughlan,2580.0,Judy Greer,Nicky Katt,film student|marriage|mental breakdown|movie star|obsession
4401,Zack Snyder,Kevin Zegers,58885635.0,Ty Burrell,Mekhi Phifer,mall|mayhem|nurse|rear entry sex|survival horror
4402,Adrienne Shelly,Cheryl Hines,19067631.0,Lew Temple,Eddie Jemison,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress
4403,Newt Arnold,Donald Gibb,11806119.0,Bolo Yeung,Ken Siu,hand to hand combat|hong kong|kumite|martial arts|tournament
4405,Larry Clark,Leo Fitzpatrick,7417210.0,Rosario Dawson,Justin Pierce,coming of age|marijuana|rape|virgin|weed
4406,Noah Baumbach,Elizabeth Meriwether,7362100.0,William Baldwin,Owen Kline,boy|divorce|tennis|tennis coach|writer
4407,Charles Herman-Wurmfeld,Jennifer Westfeldt,7022940.0,Scott Cohen,Brian Stepanek,friend|friendship|journalist|new york city|personal ad
4408,Yimou Zhang,Ni Yan,190666.0,Honglei Sun,Dahong Ni,betrayal|husband wife relationship|murder|noodles|salary
4411,Atom Egoyan,Mia Kirshner,5132222.0,Bruce Greenwood,Sarah Polley,bird|cult film|egg|nightclub|toronto
4412,Vincent Gallo,Vincent Gallo,2365931.0,Anjelica Huston,Jan-Michael Vincent,shower|stripper|tap dancing|underwear|undressing
4413,James Wan,Barbara Hershey,53991137.0,Lin Shaye,Philip Friedman,baby|boy|coma|demon|house
4415,Fabián Bielinsky,Gastón Pauls,1221261.0,Ricardo Darín,Leticia Brédice,con artist|hotel|partner|scam|stamp
4416,Dror Moreh,Yuval Diskin,2408553.0,Ami Ayalon,Yaakov Peri,interview|jerusalem|jewish|terrorism|terrorist bombing
4417,Rebecca Miller,Susanna Thompson,712294.0,Beau Bridges,Ryan McDonald,commune|defecation|environmentalism|fellatio|island
4418,Maggie Carey,Alia Shawkat,3447339.0,Donald Glover,Scott Porter,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification
4419,Roger Avary,Salvator Xuereb,418953.0,Eric Stoltz,Jean-Hugues Anglade,bank|bastille day|call girl|childhood friend|drugs
4420,Henry Bean,Theresa Russell,406035.0,Ryan Gosling,Summer Phoenix,jew|jewish nazi|nazism|racism|skinhead
4421,David Gordon Green,Connor Paolo,402820.0,Michael Angarano,Tom Noonan,flashback|football game|school|small town|snow
4423,Brad Anderson,Brendan Sexton III,373967.0,Paul Guilfoyle,Larry Fessenden,abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality
4424,Jeff Garlin,Jeff Garlin,194568.0,Jessy Schram,Joey Slotnick,cheese|city|ice cream|school|second city
4427,Charles Chaplin,Stanley Blystone,163245.0,Paulette Goddard,Fred Malatesta,actor director writer|invention|machine|music score composed by director|tramp
4428,Pete Jones,Aidan Quinn,119841.0,Brian Dennehy,Bonnie Hunt,catholic|catholicism|rabbi|school|summer
4429,Bruce Campbell,Dan Hicks,173066.0,Ted Raimi,Timothy Patrick Quill,b movie|birthday|chinese|demon|small town
4431,Adam Carolla,Jim O'Heir,105943.0,Jay Mohr,David Alan Grier,girl in panties|panties|red panties|stand up comedy
4433,John Sayles,John Arcilla,183490.0,Brian Lee Franklin,Ronnie Lazaro,american|filipino|friendship|guerrilla army|village
4434,Bruce McDonald,Georgina Reilly,3478.0,Stephen McHattie,Boyd Banks,blood splatter|talk radio|virus|vomiting blood|zombie apocalypse
4435,James Mottern,Joey Lauren Adams,52166.0,Jimmy Bennett,Matthew Lawrence,cancer|cigarette smoking|hospital|one night stand|trucker
4437,Rob Zombie,Dee Wallace,1163508.0,Sid Haig,Michael Berryman,blood|flashback|radio dj|radio station|vinyl
4446,Christopher McQuarrie,Robert Duvall,80033643.0,Tom Cruise,David Oyelowo,coma|mysterious villain|police chase|shooting range|sniper
4449,William Cottrell,Billy Gilbert,184925485.0,Adriana Caselotti,Lucille La Verne,dwarf|love|princess|queen|snow white
4450,Lucrecia Martel,Mercedes Morán,304124.0,Mía Maestro,María Alche,16 year old|doctor|hotel|tinnitus|title directed by female
4452,Zak Penn,Gabriel Beristain,36830.0,Zak Penn,John Bailey,boat|director|loch ness|loch ness monster|monster
4455,Mathieu Amalric,Léa Drucker,231186.0,Mathieu Amalric,Laurent Poitrenaux,male pubic hair|manipulative personality|murder of wife|neglected wife|pubic hair
4458,Guy Ritchie,Jason Flemyng,3650677.0,Jason Statham,Dexter Fletcher,antique|cockney accent|hatchet|money|shotgun
4461,Thomas Vinterberg,Paprika Steen,1647780.0,Ulrich Thomsen,Trine Dyrholm,dogme 95|family secret|haunted by the past|secret|speech
4462,Steve Buscemi,Debi Mazar,695229.0,Steve Buscemi,Carol Kane,alcoholic drink|bar|drink|drinking|drunk
4463,Ham Tran,Kieu Chinh,638951.0,Long Nguyen,Cat Ly,1970s|1980s|nonlinear timeline|rescue|vietnam war
4464,Rich Cowan,Karen Allen,609042.0,Eric Dane,Peter Coyote,basketball|german immigrant|opera|two word title|war orphan
4465,Boris Rodriguez,Thure Lindhardt,1521.0,Stephen McHattie,Georgina Reilly,art teacher|cannibal|inspiration|painter|sleepwalking
4466,Harold Becker,Miko Hughes,32940507.0,Bruce Willis,Carrie Preston,autistic child|boy|child in danger|fbi|nsa
4470,Jonathan Kesselman,Adam Goldberg,19539.0,Judy Greer,Tony Cox,blaxploitation|hanukkah|jewish|kwanzaa|santa claus
4471,Arjun Sablok,Uday Chopra,100358.0,Abhishek Bachchan,Samantha McLeod,interrupted sex|kiss|love|mistaken sex scene|sex in car
4475,Steve Miner,Adrienne King,19100000.0,Betsy Palmer,Amy Steel,ice pick|jason voorhees|lake|pitchfork|shack
4484,Steven Soderbergh,Laura San Giacomo,24741700.0,Peter Gallagher,Steven Brill,affair|interview|marriage|sex|videotape
4485,James Wan,Monica Potter,55153403.0,Michael Emerson,Shawnee Smith,chained|flashback|killer|serial killer|surprise ending
4486,Jay Chandrasekhar,Daniel von Bargen,18488314.0,Geoffrey Arend,Jay Chandrasekhar,drugs|highway|police|state trooper|vermont
4488,Claudia Sainte-Luce,Vera Wilson,11278.0,Ximena Ayala,José Manuel Orozco Angulo,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket
4489,Scott Derrickson,Jon Hamm,79363785.0,Keanu Reeves,Juan Riedinger,alien|earth|giant robot|military|scientist
4490,Mira Nair,Randeep Hooda,13876974.0,Naseeruddin Shah,Lillete Dubey,arranged marriage|bride|celebration|marriage|wedding
4491,Kenneth Lonergan,Rory Culkin,9180275.0,Matthew Broderick,Gaby Hoffmann,bank|car accident|cheating husband|new york|single mother
4493,Paul McGuigan,Morgan Freeman,22494487.0,Bruce Willis,Dorian Missick,coroner|death|gay son|love|mistaken identity
4494,Jamie Babbit,Clea DuVall,2199853.0,Natasha Lyonne,Eddie Cibrian,cheerleader|gay|homosexual|lesbian|lesbian relationship
4495,David Boyd,Drew Waters,2859955.0,Vivica A. Fox,Scott Elrod,addiction|alcoholic|baseball|car accident|reference to god
4496,Quentin Tarantino,Steve Buscemi,2812029.0,Quentin Tarantino,Chris Penn,gang|heist|heist gone wrong|nonlinear timeline|robbery
4498,Sergio Leone,Luigi Pistilli,6100000.0,Clint Eastwood,Enzo Petito,civil war|hitman|outlaw|shootout|spaghetti western
4499,Anna Muylaert,Regina Casé,375723.0,Alex Huszar,Luis Miranda,brazil|exam|housekeeper|northeast region of brazil|portuguese language
4500,Steve Taylor,Marshall Allman,594904.0,Jason Marsden,Eric Lange,church|college|color in title|philosophy|texas
4501,Kurt Voss,Coyote Shivers,58936.0,Lemmy,Zoë Poledouris,female bassist|female drummer|female guitarist|female singer|portland oregon
4502,Léa Pool,,24784.0,,,breast cancer|comma in title|period in title|punctuation in title|three word title
4503,James David Pasternak,Sarah Silverman,7826.0,Robin Williams,Jonathan Winters,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide
4511,Rob Bowman,Jacob Vargas,2850263.0,Alanna Ubach,Brittney Powell,cincinnati ohio|high school|hockey|jock strap|zoologist
4515,Rob McKittrick,Dane Cook,16101109.0,Ryan Reynolds,Vanessa Lengies,cook|dishwasher|flashing|male frontal nudity|waiter
4516,Shane Meadows,Gary Stretch,6013.0,Paddy Considine,George Newton,anger|army veteran|independent film|revenge|sex scene
4518,Jeff Burr,Clu Gulager,1400000.0,Terry Kiser,Susan Tyrrell,bathtub|cult film|neck breaking|tennessee|wraparound story
4519,Harry Gantz,,247740.0,,,bisexual|explicit sex|sex|stranger|swing
4520,Guy Maddin,CindyMarie Small,39659.0,Sarah Murphy-Dyson,Brent Neale,ballet|cult film|dance|dracula|gothic
4522,Panos Cosmatos,Marilyn Norry,56129.0,Chris Gauthier,Eva Bourne,exploitation|four word title|hallucinogen|lynchian|telepathy
4523,Gareth Evans,Yayan Ruhian,4105123.0,Iko Uwais,Donny Alamsyah,apartment|drug lord|gangster|police|swat team
4530,John G. Avildsen,Burgess Meredith,117235247.0,Sylvester Stallone,Carl Weathers,boxer|hometown hero|philadelphia pennsylvania|protective male|training
4532,John Carpenter,Hal Holbrook,21378000.0,Jamie Lee Curtis,Janet Leigh,california|fog|leper|lighthouse|ship
4534,Levan Gabriadze,Renee Olstead,31537320.0,Shelley Hennig,Heather Sossaman,blender|computer screen|secret|skype|webcam
4536,Joe Dante,Robert Picardo,17986000.0,Patrick Macnee,Dee Wallace,1980s|forest|lycanthrope|shapeshifting|werewolf transformation
4537,Terence Young,Jack Lord,16067035.0,Ursula Andress,Lois Maxwell,british secret service|hand to hand combat|murder|official james bond series|terrorist plot
4538,Bradley Parker,Ingrid Bolsø Berdal,18112929.0,Jesse McCartney,Jonathan Sadowski,abandoned building|chernobyl disaster|exploration|tour guide|van
4539,Clive Barker,Ashley Laurence,14564027.0,Andrew Robinson,Clare Higgins,blood|cenobites|creature|demon|male full frontal nudity
4540,Harold Cronk,Robin Givens,20773070.0,Benjamin A. Onyango,Maria Canals-Barrera,alternate universe|christian|christian film|christianity|manipulation
4541,Jeff Wadlow,Gary Cole,10042266.0,Julian Morris,Lindy Booth,e mail|game|school|serial killer|student
4542,Takao Okawara,Naomi Nishida,10037390.0,Hiroshi Abe,Sakae Kimura,godzilla|kaiju|monster|orga|ufo
4543,Derek Cianfrance,Mike Vogel,9701559.0,Ryan Gosling,John Doman,dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman
4544,Duncan Tucker,Felicity Huffman,9013113.0,Kevin Zegers,Paul Borghese,bail|male full frontal nudity|sex change|stepfather|transsexual
4545,William Brent Bell,Claudiu Trandafir,53245055.0,Fernanda Andrade,Brian Johnson,critically bashed|demonic possession|exorcism|exorcist|found footage
4546,Russ Meyer,Cynthia Myers,9000000.0,Charles Napier,Harrison Page,band|drugs|friendship|hollywood|satire
4548,Davis Guggenheim,Al Gore,23808111.0,Billy West,,climate|earth|global warming|science|truth
4550,Martin Scorsese,Keith Richards,5355376.0,Mick Jagger,Albert Maysles,band|concert footage|new york city|rolling stones|three word title
4551,Eli Roth,Richard Burgi,7186670.0,Daryl Sabara,Magda Apanowicz,activist|amazon|color in title|rain|rain forest
4553,Ben Lewin,Adam Arkin,5997134.0,W. Earl Brown,Rhea Perlman,falling in love|iron lung|priest|sex surrogate|therapist
4554,Robert Kenner,Eric Schlosser,4417124.0,Michael Pollan,Barbara Kowalcyk,farming|flesh eating|food|food industry|gluttony
4555,Andrew Erwin,Robert Amaya,5355847.0,Rachel Hendrix,Jason Burkey,abortion|anti choice|christian preach|malpractice|unprofessional conduct
4556,Brad Anderson,Callie Thorne,3386698.0,Philip Seymour Hoffman,Holland Taylor,love|marine biologist|nurse|personal ad|plumber
4557,Jason Reitman,Jennifer Garner,143492840.0,J.K. Simmons,Rainn Wilson,adoption|baby|friend|pregnancy|school
4558,Craig Johnson,Boyd Holbrook,5283379.0,Ty Burrell,Kathleen Rose Perkins,adultery|brother sister relationship|estrangement|siblings|suicide attempt
4559,Sean Durkin,Julia Garner,2981638.0,Christopher Abbott,Brady Corbet,connecticut|cult|memory|new york|telephone call
4560,Gillian Robespierre,Jenny Slate,3122616.0,Gaby Hoffmann,Jake Lacy,abortion|divorced parents|one night stand|pregnancy|pregnant
